system time, time elapsed, drive_pos, drive_torque
1763924873304388695,0.334024,-0.00012783,-0.0199934,
1763924873310421451,0.340056,-4.26102e-05,-0.0936192,
1763924873316313004,0.345948,-0.000170441,0.0456578,
1763924873321334906,0.35097,-4.26102e-05,-0.0332848,
1763924873327374866,0.35701,-0.00012783,0.00387244,
1763924873330360781,0.359996,-8.52203e-05,-0.0877222,
1763924873336365759,0.366001,-8.52203e-05,0.0401457,
1763924873341569199,0.371205,-0.00012783,0.0094789,
1763924873346586286,0.376222,-0.00012783,0.00789826,
1763924873351380058,0.381015,-0.00012783,0.0636567,
1763924873356419089,0.386054,-0.00012783,0.0254179,
1763924873362391883,0.392027,-4.26102e-05,0.0321497,
1763924873368499862,0.398135,-0.00012783,0.00100322,
1763924873373322022,0.402957,-0.000170441,0.0767402,
1763924873379645279,0.409281,0,0.0488615,
1763924873385354405,0.41499,-8.52203e-05,0.0600152,
1763924873390696012,0.420331,-0.00012783,0.00986115,
1763924873395340802,0.424976,4.26102e-05,-0.0791376,
1763924873401342077,0.430977,-4.26102e-05,-0.0368936,
1763924873407355259,0.43699,-0.000170441,0.00159478,
1763924873413359571,0.442995,0,0.0387555,
1763924873419356753,0.448992,-8.52203e-05,0.0568265,
1763924873425319324,0.454954,-8.52203e-05,-0.0186532,
1763924873431355062,0.46099,-0.00012783,-0.0194471,
1763924873437315059,0.46695,-0.00012783,0.0123607,
1763924873443356760,0.472992,0,-0.0105558,
1763924873449361757,0.478997,-0.000170441,-0.0693631,
1763924873455364087,0.484999,-4.26102e-05,-0.0427711,
1763924873461384140,0.491019,-8.52203e-05,0.0475887,
1763924873467110525,0.496746,4.26102e-05,0.0116185,
1763924873472349131,0.501984,-0.00012783,-0.0100459,
1763924873478599888,0.508235,4.26102e-05,-0.0052046,
1763924873484325089,0.51396,-8.52203e-05,-0.0754188,
1763924873490321623,0.519957,-4.26102e-05,-0.0873527,
1763924873496326860,0.525962,-0.000170441,-0.0206424,
1763924873502326783,0.531962,-0.00012783,-0.0548504,
1763924873508322540,0.537957,-8.52203e-05,-0.0476485,
1763924873514328167,0.543963,-8.52203e-05,0.052207,
1763924873520325941,0.549961,0,7.70876e-06,
1763924873526323864,0.555959,0,-0.0902031,
1763924873532457899,0.562093,-0.00012783,0.00200387,
1763924873538329229,0.567964,-4.26102e-05,0.0781637,
1763924873544325485,0.57396,8.52203e-05,-0.0102349,
1763924873550331186,0.579966,-0.000170441,0.0824807,
1763924873556332942,0.585968,-0.00012783,0.0526387,
1763924873562322680,0.591958,0,-0.0593083,
1763924873568358196,0.597993,-8.52203e-05,0.0106929,
1763924873574336360,0.603971,-0.000255661,-0.0531548,
1763924873580333505,0.609969,-8.52203e-05,-0.030305,
1763924873586332632,0.615968,-0.000213051,-0.00118569,
1763924873592335629,0.621971,-8.52203e-05,0.0101054,
1763924873598324829,0.62796,-8.52203e-05,-0.0276159,
1763924873604333067,0.633968,-0.00012783,-0.0188156,
1763924873610334231,0.639969,-0.000170441,-0.037048,
1763924873615336596,0.644972,-0.000170441,0.0327584,
1763924873621321760,0.650957,-0.00012783,0.00404644,
1763924873627338183,0.656973,-0.00012783,-0.0224044,
1763924873633326569,0.662962,-8.52203e-05,-0.0157174,
1763924873639333140,0.668968,-0.00012783,-0.0264196,
1763924873645339266,0.674974,-0.00012783,-0.0914954,
1763924873651337412,0.680972,-0.00012783,-0.050426,
1763924873657334909,0.68697,-4.26102e-05,0.00134652,
1763924873663347554,0.692983,-0.000213051,0.0630391,
1763924873669328570,0.698964,-8.52203e-05,0.0586774,
1763924873675350807,0.704986,0,0.0832688,
1763924873681345841,0.710981,-4.26102e-05,-0.0274863,
1763924873687519765,0.717155,-0.000170441,0.0604919,
1763924873693331447,0.722966,-0.00012783,0.00352258,
1763924873699323518,0.728958,-0.00012783,-0.0615157,
1763924873705321182,0.734956,-0.000255661,-0.0137796,
1763924873711318586,0.740953,-0.000213051,-0.0261088,
1763924873717325528,0.74696,-4.26102e-05,-0.00992472,
1763924873723329747,0.752965,-0.000213051,-0.0117272,
1763924873729314892,0.75895,-0.000170441,-0.00740054,
1763924873735326482,0.764961,-0.00012783,0.0278825,
1763924873740395291,0.77003,-0.00012783,0.0339879,
1763924873746345714,0.775981,-0.000170441,-0.0625478,
1763924873752328896,0.781964,-8.52203e-05,-0.0253683,
1763924873758327505,0.787962,-0.00012783,0.108145,
1763924873764348594,0.793984,-0.00012783,-0.0403898,
1763924873770355499,0.79999,-0.000170441,0.0982017,
1763924873776332459,0.805967,-8.52203e-05,0.00530699,
1763924873782345530,0.81198,-0.000170441,0.0743909,
1763924873788354583,0.81799,-0.00012783,0.02246,
1763924873794326191,0.823961,-8.52203e-05,-0.0227822,
1763924873800332558,0.829967,-0.00012783,-0.0295099,
1763924873806348259,0.835983,-0.00012783,0.0149491,
1763924873812332589,0.841968,-0.000213051,0.00131874,
1763924873818333216,0.847968,-0.00012783,-0.0383918,
1763924873824331084,0.853966,-0.00012783,0.0441989,
1763924873830325747,0.859961,-0.000170441,0.00461601,
1763924873836335819,0.865971,-0.00012783,0.0911687,
1763924873842330890,0.871966,-0.00012783,0.0226242,
1763924873848332794,0.877968,-0.000255661,-0.0875585,
1763924873854352902,0.883988,-0.000170441,-0.00629874,
1763924873860336307,0.889971,-0.000170441,-0.0121465,
1763924873866334415,0.895969,0,-0.0605731,
1763924873872337505,0.901973,-0.00012783,-0.0367261,
1763924873878326446,0.907961,-0.000170441,0.104717,
1763924873884334091,0.913969,-8.52203e-05,-0.00121355,
1763924873890336366,0.919971,-0.00012783,0.0499648,
1763924873896338104,0.925973,-0.00012783,0.0396374,
1763924873902335360,0.93197,-0.000213051,0.04262,
1763924873908327691,0.937963,-0.00012783,0.0256488,
1763924873914338521,0.943973,-0.000255661,0.0563821,
1763924873920335796,0.949971,-0.00012783,-0.0599335,
1763924873926340534,0.955975,-8.52203e-05,-0.000482929,
1763924873932336383,0.961972,-0.00012783,-0.0312773,
1763924873938339621,0.967975,-0.000213051,-0.0382165,
1763924873944348970,0.973984,-0.00012783,-0.0798606,
1763924873950366467,0.980002,-0.000213051,0.0375775,
1763924873956333668,0.985969,-8.52203e-05,-0.0228412,
1763924873962334942,0.99197,-4.26102e-05,-0.0479448,
1763924873968340754,0.997976,-0.000213051,-0.0527466,
1763924873974341066,1.00398,-8.52203e-05,0.00582242,
1763924873980339897,1.00997,-0.000170441,-0.00294142,
1763924873986340746,1.01598,-0.000170441,-0.0856731,
1763924873992361057,1.022,-0.000170441,0.118049,
1763924873998332610,1.02797,-0.000170441,0.013913,
1763924874004339200,1.03397,-0.000170441,-0.0235344,
1763924874010339660,1.03997,-8.52203e-05,0.0183298,
1763924874016333879,1.04597,-4.26102e-05,-0.00691723,
1763924874022337395,1.05197,-4.26102e-05,-0.00851378,
1763924874028338299,1.05797,-0.00012783,-0.00751653,
1763924874034334685,1.06397,-0.00012783,-0.0288963,
1763924874040338164,1.06997,-8.52203e-05,0.000301253,
1763924874046339994,1.07597,-0.000170441,-0.0434588,
1763924874052336065,1.08197,-0.00012783,0.0131846,
1763924874058339377,1.08797,-0.000170441,-0.0199816,
1763924874064340078,1.09397,-0.00012783,-0.00589732,
1763924874070342630,1.09998,-0.000170441,0.0646423,
1763924874076345257,1.10598,-0.00012783,-0.0222007,
1763924874082339236,1.11197,-0.000213051,0.032398,
1763924874088340196,1.11798,-4.26102e-05,-0.00657225,
1763924874094346582,1.12398,-0.00012783,-0.00773755,
1763924874100343653,1.12998,-0.000170441,0.00574948,
1763924874106347335,1.13598,-0.00012783,-0.0597169,
1763924874112342369,1.14198,-0.000213051,-0.0225389,
1763924874118434570,1.14807,-0.000170441,-0.0476192,
1763924874124348289,1.15398,-8.52203e-05,0.00641772,
1763924874130342194,1.15998,-0.000170441,0.00822083,
1763924874136350080,1.16598,-8.52203e-05,-0.00677077,
1763924874142351799,1.17199,-0.000170441,-0.0346265,
1763924874148343944,1.17798,-0.00012783,-0.0349299,
1763924874154354089,1.18399,-8.52203e-05,-0.0496299,
1763924874160347716,1.18998,-8.52203e-05,0.0143627,
1763924874166346269,1.19598,-0.000170441,0.0381012,
1763924874172348043,1.20198,-0.00012783,-0.032793,
1763924874178343763,1.20798,-0.00012783,-0.0131121,
1763924874184345278,1.21398,-0.000170441,0.0134175,
1763924874190349461,1.21998,-0.000213051,0.000794798,
1763924874196345958,1.22598,-0.000213051,0.0737216,
1763924874202345066,1.23198,-0.000213051,0.0407198,
1763924874208365267,1.238,-0.000213051,-0.000739152,
1763924874214348597,1.24398,-8.52203e-05,0.050377,
1763924874220345650,1.24998,-8.52203e-05,-0.0372095,
1763924874226347832,1.25598,-0.000213051,0.0239012,
1763924874232352847,1.26199,-0.00012783,-0.00574315,
1763924874238349252,1.26798,-8.52203e-05,-0.0546529,
1763924874244348101,1.27398,-0.000255661,0.0129755,
1763924874250357691,1.27999,-0.000170441,0.116275,
1763924874256348817,1.28598,-0.000170441,0.0443296,
1763924874262343666,1.29198,-0.000170441,-0.0086795,
1763924874268354052,1.29799,-0.00012783,-0.0228264,
1763924874274349975,1.30398,-0.00012783,-0.0117552,
1763924874280344398,1.30998,-0.000170441,0.0771321,
1763924874286356525,1.31599,-8.52203e-05,-0.073093,
1763924874292350281,1.32199,-0.00012783,0.0267372,
1763924874298349204,1.32798,-0.000213051,-0.0268888,
1763924874304351164,1.33399,-0.000170441,0.0093157,
1763924874310345420,1.33998,-0.000255661,-0.0195372,
1763924874316352288,1.34599,-8.52203e-05,-0.0415513,
1763924874322352026,1.35199,-4.26102e-05,-0.00433755,
1763924874328349430,1.35798,-0.00012783,-0.0270458,
1763924874334354649,1.36399,-0.00012783,0.00513335,
1763924874340359461,1.36999,-0.000170441,0.0611055,
1763924874346355181,1.37599,-0.000213051,0.0565024,
1763924874352354437,1.38199,-0.00012783,-0.0183037,
1763924874358353249,1.38799,-4.26102e-05,-0.0356444,
1763924874364360709,1.394,-0.000170441,0.0118304,
1763924874370361761,1.4,-0.00012783,-0.0159129,
1763924874376353740,1.40599,4.26102e-05,-0.0783252,
1763924874382353385,1.41199,-0.000213051,0.0639503,
1763924874388354827,1.41799,-0.000170441,0.0180724,
1763924874394473713,1.42411,-0.000170441,0.00784261,
1763924874400359062,1.42999,-0.00012783,-0.058704,
1763924874406362873,1.436,-0.00012783,0.064629,
1763924874412363000,1.442,-8.52203e-05,0.0202365,
1763924874418355738,1.44799,-0.00012783,-0.020929,
1763924874424357068,1.45399,0,-0.0335734,
1763924874430361158,1.46,-0.00012783,-0.0112946,
1763924874436357637,1.46599,-0.00012783,-0.0415239,
1763924874442357745,1.47199,-8.52203e-05,-0.0213711,
1763924874448366149,1.478,-8.52203e-05,-0.0150206,
1763924874454360406,1.484,-8.52203e-05,-0.0838776,
1763924874460359032,1.48999,-0.000170441,0.051345,
1763924874466362159,1.496,-0.000170441,-0.0896607,
1763924874472365545,1.502,-0.000170441,-0.0872964,
1763924874478382672,1.50802,-0.00012783,0.00147543,
1763924874484361669,1.514,-0.000170441,0.108023,
1763924874490360092,1.51999,-0.000213051,0.0213135,
1763924874496384404,1.52602,-8.52203e-05,-0.0295521,
1763924874502361067,1.532,-0.00012783,0.0400997,
1763924874508359712,1.53799,-0.000255661,0.0331814,
1763924874514495988,1.54413,-0.000170441,-0.0232499,
1763924874520358225,1.54999,-0.00012783,-0.00750222,
1763924874526360944,1.556,-0.00012783,0.0494386,
1763924874532362867,1.562,-0.000213051,0.0206409,
1763924874538360698,1.568,-8.52203e-05,-0.0130778,
1763924874544361880,1.574,-0.000213051,-0.0485149,
1763924874550384173,1.58002,-0.000213051,0.0580524,
1763924874556365745,1.586,-0.000170441,0.0238626,
1763924874562362890,1.592,-0.000170441,-0.00911849,
1763924874568363942,1.598,-0.00012783,-0.0900241,
1763924874574368662,1.604,-0.00012783,-0.146095,
1763924874580359103,1.60999,-0.000213051,0.0125982,
1763924874586379711,1.61601,-8.52203e-05,-0.0163149,
1763924874592369838,1.622,-0.000170441,0.0569712,
1763924874598365817,1.628,-0.000213051,-0.0387412,
1763924874604369517,1.634,-0.00012783,0.0668197,
1763924874610389403,1.64002,-0.000213051,0.0949637,
1763924874616450197,1.64609,-0.00012783,-0.0289243,
1763924874622371694,1.65201,-0.000213051,-0.00119149,
1763924874628375302,1.65801,-0.000213051,0.0530314,
1763924874634369780,1.664,-0.000213051,-0.0353644,
1763924874640365963,1.67,-0.000170441,-0.033925,
1763924874646376423,1.67601,-0.000170441,-0.030996,
1763924874652369327,1.682,-8.52203e-05,-0.0927819,
1763924874658367528,1.688,-8.52203e-05,0.0435699,
1763924874664377118,1.69401,-0.000213051,0.0214261,
1763924874670365467,1.7,-0.000255661,-0.0329085,
1763924874676370815,1.70601,-0.00012783,0.0810958,
1763924874682373979,1.71201,-0.000255661,0.0320696,
1763924874688372106,1.71801,-0.000298271,-0.013676,
1763924874694370325,1.72401,-0.00012783,0.0554934,
1763924874700374452,1.73001,-8.52203e-05,-0.0208081,
1763924874706371801,1.73601,-0.000170441,-0.0585632,
1763924874712372205,1.74201,-0.00012783,-0.0082026,
1763924874718368573,1.748,-0.00012783,0.0481463,
1763924874724371996,1.75401,-0.000255661,-0.00644746,
1763924874730530586,1.76017,-0.000213051,-0.0657342,
1763924874736380619,1.76602,-0.000298271,0.0552191,
1763924874742371283,1.77201,-0.000170441,0.00392916,
1763924874748401040,1.77804,-0.000170441,-0.00105233,
1763924874754373000,1.78401,0,-0.0929444,
1763924874760374089,1.79001,-0.000255661,0.0790271,
1763924874766378975,1.79601,-0.000170441,0.0428464,
1763924874772378880,1.80201,-0.000213051,0.00537554,
1763924874778399117,1.80803,-0.00012783,-0.000144336,
1763924874784393800,1.81403,-4.26102e-05,0.0125166,
1763924874790379000,1.82001,-8.52203e-05,-0.0417418,
1763924874796382072,1.82602,-0.000298271,0.0495067,
1763924874801379399,1.83101,-0.000255661,0.016902,
1763924874807379304,1.83701,-0.000213051,-0.0455805,
1763924874813383245,1.84302,-0.00012783,-0.0214504,
1763924874819384798,1.84902,-0.000170441,0.0178289,
1763924874825385758,1.85502,-0.00012783,-0.0170467,
1763924874831377477,1.86101,-0.000170441,0.0325809,
1763924874837377363,1.86701,-0.000255661,0.0410426,
1763924874843384786,1.87302,-0.000170441,0.0252878,
1763924874849380654,1.87902,-0.000255661,-0.00870626,
1763924874855379095,1.88501,-0.00012783,-0.00564714,
1763924874861383703,1.89102,-4.26102e-05,-0.0229904,
1763924874867374830,1.89701,-0.000170441,0.0409998,
1763924874873381623,1.90302,-0.000255661,0.042538,
1763924874879389158,1.90902,-0.00012783,-0.00391177,
1763924874885374284,1.91501,-0.000213051,-0.0821021,
1763924874891381652,1.92102,-0.000170441,-0.051578,
1763924874897387260,1.92702,-0.000170441,-0.0493573,
1763924874903376961,1.93301,-0.00012783,0.0275203,
1763924874909382791,1.93902,-0.000213051,0.0373746,
1763924874915381714,1.94502,-0.000170441,-0.0375892,
1763924874921380655,1.95102,-0.000255661,0.0319018,
1763924874927391023,1.95703,-0.000213051,0.0953682,
1763924874933384464,1.96302,-8.52203e-05,-0.00540959,
1763924874939385499,1.96902,-0.000170441,-0.0038945,
1763924874945390088,1.97503,-4.26102e-05,-0.00658897,
1763924874951386326,1.98102,-0.000170441,-0.0203452,
1763924874957380693,1.98702,-0.000255661,0.114911,
1763924874963391728,1.99303,-0.000213051,0.0364577,
1763924874969407002,1.99904,-0.000170441,0.00241111,
1763924874975388814,2.00502,-0.000213051,-0.022077,
1763924874981391719,2.01103,-0.000213051,0.0250742,
1763924874987394105,2.01703,-0.000170441,0.00416904,
1763924874993381954,2.02302,-0.00012783,-0.0441591,
1763924874999393710,2.02903,-0.000213051,-0.00860105,
1763924875005390911,2.03503,-0.000170441,-0.00741739,
1763924875011399148,2.04103,-0.00012783,0.0219109,
1763924875017389720,2.04702,-8.52203e-05,-0.0190912,
1763924875023388217,2.05302,-0.000170441,0.00824618,
1763924875029389380,2.05902,-0.00012783,-0.015022,
1763924875035389803,2.06502,-0.000213051,-0.0123666,
1763924875041385171,2.07102,-0.000213051,0.0253097,
1763924875047398909,2.07703,-0.000255661,0.0521555,
1763924875053391313,2.08303,-0.000213051,-0.0411864,
1763924875059392014,2.08903,-0.000170441,0.00579888,
1763924875065392140,2.09503,-8.52203e-05,0.00623156,
1763924875071384693,2.10102,-0.000170441,-0.0342023,
1763924875077396246,2.10703,-0.00012783,-0.00123217,
1763924875083396280,2.11303,-0.00012783,0.0221022,
1763924875089393629,2.11903,-0.000255661,-0.0124158,
1763924875095395626,2.12503,-0.000255661,-0.0281137,
1763924875101388678,2.13102,-0.000213051,-0.0337728,
1763924875107392823,2.13703,-0.000170441,0.0289514,
1763924875113391969,2.14303,-0.000213051,0.00999326,
1763924875119392595,2.14903,-0.000213051,0.000359695,
1763924875125392185,2.15503,-0.000170441,-0.0343304,
1763924875131389756,2.16102,-0.00012783,-0.0107906,
1763924875137394105,2.16703,-0.000255661,0.0482925,
1763924875143393639,2.17303,-0.000170441,-0.0535328,
1763924875149388951,2.17902,-0.000213051,-0.0550448,
1763924875155393133,2.18503,-8.52203e-05,-0.188865,
1763924875161391964,2.19103,-0.000170441,0.0174142,
1763924875167390868,2.19703,-0.000170441,-0.0850917,
1763924875173393143,2.20303,-0.000170441,-0.0224301,
1763924875179394029,2.20903,-0.000213051,0.0551112,
1763924875185389100,2.21502,-0.000213051,-0.0396081,
1763924875191395041,2.22103,-0.000170441,-0.0061209,
1763924875197394464,2.22703,-4.26102e-05,-0.071711,
1763924875203397387,2.23303,-0.000170441,-0.0425197,
1763924875209396829,2.23903,-0.000255661,-0.0129498,
1763924875215395844,2.24503,-0.000170441,0.0800207,
1763924875221403008,2.25104,-0.000213051,-0.0243524,
1763924875227397746,2.25703,-0.00012783,-0.0124047,
1763924875233396224,2.26303,-0.000213051,-0.00492409,
1763924875239399481,2.26903,-0.000213051,0.026704,
1763924875245398867,2.27503,-4.26102e-05,-0.026891,
1763924875251398271,2.28103,-0.000170441,0.00506116,
1763924875257403157,2.28704,-0.000255661,0.0511454,
1763924875263393154,2.29303,-0.000213051,-0.0280243,
1763924875269398299,2.29903,-0.000170441,-0.0105845,
1763924875275403926,2.30504,-0.000213051,-0.0552349,
1763924875281400849,2.31104,-0.000255661,0.0111806,
1763924875287401976,2.31704,-0.000213051,0.0186866,
1763924875293397825,2.32303,-0.000170441,-0.067995,
1763924875299403599,2.32904,-0.000298271,0.0406053,
1763924875305402189,2.33504,-0.00012783,0.00800325,
1763924875311401075,2.34104,-8.52203e-05,0.0055523,
1763924875317403220,2.34704,-0.000255661,-0.0102232,
1763924875323403662,2.35304,-0.00012783,0.0219647,
1763924875329398270,2.35903,-0.000170441,-0.00696715,
1763924875335404804,2.36504,-0.000170441,0.00146884,
1763924875341404005,2.37104,-0.000255661,-0.0589728,
1763924875347400594,2.37704,-0.000170441,-0.0835303,
1763924875353404036,2.38304,-0.000340881,-0.00183106,
1763924875359407255,2.38904,-0.000298271,0.0346021,
1763924875365408030,2.39504,-0.000255661,0.0169981,
1763924875371408416,2.40104,-0.000170441,-0.00443869,
1763924875377411394,2.40705,-0.000213051,0.063038,
1763924875383407040,2.41304,-0.000255661,0.0123024,
1763924875389411592,2.41905,-0.000170441,-0.0383797,
1763924875395409867,2.42504,-0.000255661,-0.0166527,
1763924875401400697,2.43104,-0.00012783,-0.00552884,
1763924875407409287,2.43704,-0.000213051,0.0870603,
1763924875413410377,2.44305,-0.000213051,-0.0686357,
1763924875419413466,2.44905,-0.000213051,-0.0415794,
1763924875425407297,2.45504,-0.000213051,0.0101896,
1763924875431403609,2.46104,-0.000213051,0.0499848,
1763924875437411217,2.46705,-0.000213051,0.0828087,
1763924875443409418,2.47304,-0.000255661,0.0503138,
1763924875449411544,2.47905,-0.000170441,0.0632829,
1763924875455412078,2.48505,-0.000170441,0.0273638,
1763924875461405372,2.49104,-0.000170441,0.0439326,
1763924875467411609,2.49705,-0.000170441,-0.017808,
1763924875473412532,2.50305,-0.00012783,-0.06667,
1763924875479410085,2.50904,-0.000170441,0.0133875,
1763924875485412249,2.51505,-0.000255661,0.0539408,
1763924875491414968,2.52105,-0.000298271,0.00763061,
1763924875497407021,2.52704,-8.52203e-05,-0.0698094,
1763924875503413869,2.53305,-0.000298271,-0.0636891,
1763924875509415089,2.53905,-8.52203e-05,-0.140924,
1763924875515407771,2.54504,-0.000170441,-0.0822936,
1763924875521415101,2.55105,-0.000213051,-0.00648921,
1763924875527415765,2.55705,-0.000213051,0.01606,
1763924875533407040,2.56304,-0.000213051,0.0482064,
1763924875539415389,2.56905,-0.000298271,0.0226455,
1763924875545412608,2.57505,-0.000255661,0.020893,
1763924875551411198,2.58105,-0.00012783,-0.0493341,
1763924875557414547,2.58705,-0.000255661,-0.0595267,
1763924875563415933,2.59305,-0.00012783,0.0646877,
1763924875569420374,2.59906,-0.000170441,-0.0733105,
1763924875575417871,2.60505,-0.000213051,0.0576723,
1763924875581419646,2.61105,-0.00012783,-0.0250551,
1763924875587412661,2.61705,-0.00012783,-0.0302976,
1763924875593420288,2.62306,-0.000255661,0.0549955,
1763924875599420619,2.62906,-0.000213051,-0.0310117,
1763924875605409745,2.63504,-0.000213051,-0.125597,
1763924875611418224,2.64105,-0.000298271,0.00225199,
1763924875617424165,2.64706,-0.000213051,-0.00526206,
1763924875623524126,2.65316,-0.000170441,-0.00654774,
1763924875629422400,2.65906,-0.000255661,0.0589293,
1763924875635422379,2.66506,-0.000170441,-0.0210017,
1763924875641423876,2.67106,-0.000298271,0.0200705,
1763924875647423613,2.67706,-0.000255661,0.0946778,
1763924875653413388,2.68305,-0.000340881,0.113452,
1763924875659414941,2.68905,-0.000681762,0.286025,
1763924875665415105,2.69505,-0.00132091,0.692764,
1763924875671698232,2.70133,-0.0020879,0.683572,
1763924875677415543,2.70705,-0.002514,0.261805,
1763924875683416744,2.71305,-0.00306793,0.420617,
1763924875689418371,2.71905,-0.00353664,0.488843,
1763924875695418960,2.72505,-0.00443146,0.680553,
1763924875701417661,2.73105,-0.00511322,0.50152,
1763924875707418899,2.73705,-0.00549671,0.264102,
1763924875713422396,2.74306,-0.00575237,0.421993,
1763924875719418171,2.74905,-0.00617847,0.383246,
1763924875725416705,2.75505,-0.0063063,0.213912,
1763924875731415868,2.76105,-0.0067324,0.310374,
1763924875737421106,2.76706,-0.0071159,0.195119,
1763924875743420066,2.77306,-0.00728634,0.214651,
1763924875749418434,2.77905,-0.00737156,0.0890623,
1763924875755420357,2.78506,-0.00745678,0.0362151,
1763924875761422243,2.79106,-0.00762722,0.0767022,
1763924875767418721,2.79705,-0.00762722,0.0533248,
1763924875773418977,2.80305,-0.00779766,0.0911587,
1763924875779418456,2.80905,-0.00784027,0.0316093,
1763924875785419027,2.81505,-0.00784027,0.0618328,
1763924875791420802,2.82106,-0.00788288,0.11837,
1763924875797419966,2.82705,-0.00788288,0.0305158,
1763924875803422407,2.83306,-0.00779766,0.0262716,
1763924875809428978,2.83906,-0.00784027,0.00494973,
1763924875815422660,2.84506,-0.00792549,0.0644092,
1763924875821422806,2.85106,-0.00788288,0.0269962,
1763924875827432451,2.85707,-0.00792549,0.0189559,
1763924875833420966,2.86306,-0.00788288,0.155658,
1763924875839422519,2.86906,-0.00805332,0.0526974,
1763924875845422794,2.87506,-0.00801071,0.0363165,
1763924875851422346,2.88106,-0.00809593,0.0748597,
1763924875857423381,2.88706,-0.00805332,0.0850549,
1763924875863422692,2.89306,-0.00801071,-0.0018283,
1763924875869423189,2.89906,-0.00801071,-0.0290694,
1763924875875423316,2.90506,-0.0079681,-0.0191245,
1763924875881425461,2.91106,-0.00813854,0.145493,
1763924875887425718,2.91706,-0.0079681,0.0526583,
1763924875893423511,2.92306,-0.0079681,-0.0592087,
1763924875899426786,2.92906,-0.00809593,-0.0577971,
1763924875905425357,2.93506,-0.00805332,0.0193016,
1763924875911424891,2.94106,-0.00818115,0.118007,
1763924875917425351,2.94706,-0.00818115,-0.0389682,
1763924875922426105,2.95206,-0.00818115,-0.0291191,
1763924875928426343,2.95806,-0.00822376,0.00957568,
1763924875934425951,2.96406,-0.00813854,-0.0167374,
1763924875940446966,2.97008,-0.00818115,0.00451297,
1763924875946428482,2.97606,-0.00822376,0.00990012,
1763924875952435164,2.98207,-0.00826637,0.00884139,
1763924875958455383,2.98809,-0.00822376,0.0661623,
1763924875964428806,2.99406,-0.00818115,-0.0260139,
1763924875969430412,2.99907,-0.00830898,-0.0465585,
1763924875975427798,3.00506,-0.00830898,0.0284385,
1763924875981427925,3.01106,-0.00826637,-0.00914987,
