system time, time elapsed, drive_pos, drive_torque
1763923998921959403,0.593006,2.51012,0.454087,
1763923998927995104,0.599042,2.53961,0.482106,
1763923998933989304,0.605036,2.56897,0.57044,
1763923998940001282,0.611048,2.59832,0.799995,
1763923998945998926,0.617046,2.62738,0.665097,
1763923998951982089,0.623029,2.65683,0.778949,
1763923998958033975,0.629081,2.68614,0.53335,
1763923998963997212,0.635044,2.71572,0.456222,
1763923998969997949,0.641045,2.74524,0.574936,
1763923998976005872,0.647053,2.77473,0.478899,
1763923998981995794,0.653043,2.80439,0.360075,
1763923998987994346,0.659041,2.83379,0.625322,
1763923998994001547,0.665049,2.86323,0.69571,
1763923998999967821,0.671015,2.89268,0.383569,
1763923999005972965,0.67702,2.92225,0.471991,
1763923999011971147,0.683018,2.95173,0.632,
1763923999017987273,0.689034,2.98096,0.533366,
1763923999023974269,0.695021,3.01071,0.337508,
1763923999029974117,0.701021,3.04015,0.666769,
1763923999035968003,0.707015,3.06959,0.4377,
1763923999041976870,0.713024,3.09887,0.666655,
1763923999047972514,0.719019,3.12827,0.82567,
1763923999053977825,0.725025,3.15767,0.682404,
1763923999059978525,0.731026,3.18698,0.424352,
1763923999065974429,0.737021,3.2163,0.651294,
1763923999071980574,0.743028,3.246,0.655346,
1763923999077978644,0.749026,3.27531,0.601265,
1763923999083975918,0.755023,3.3045,0.558704,
1763923999089980396,0.761028,3.3339,0.638672,
1763923999095992985,0.76704,3.36339,0.667021,
1763923999101990778,0.773038,3.39262,0.627555,
1763923999107977034,0.779024,3.42215,0.574581,
1763923999113980549,0.785028,3.45185,0.288072,
1763923999119967878,0.791015,3.48133,0.326913,
1763923999126125154,0.797172,3.51061,0.663513,
1763923999131969649,0.803017,3.54014,0.529979,
1763923999137975182,0.809022,3.56958,0.496347,
1763923999143977531,0.815025,3.59902,0.647398,
1763923999149967286,0.821014,3.62847,0.710243,
1763923999155977560,0.827024,3.65753,0.563657,
1763923999161974946,0.833022,3.68714,0.483284,
1763923999167968590,0.839015,3.71671,0.378591,
1763923999173990587,0.845037,3.74611,0.468259,
1763923999179970990,0.851018,3.7756,0.586966,
1763923999185977579,0.857024,3.80504,0.680404,
1763923999191982057,0.863029,3.83444,0.488919,
1763923999197971869,0.869019,3.86376,0.621833,
1763923999203980161,0.875027,3.89291,0.938474,
1763923999209978269,0.881025,3.92209,0.772193,
1763923999215971895,0.887019,3.95154,0.560237,
1763923999221980002,0.893027,3.98073,0.716011,
1763923999227978184,0.899025,4.01008,0.677655,
1763923999233982143,0.905029,4.03923,0.664517,
1763923999239981473,0.911028,4.06854,0.550484,
1763923999245980266,0.917027,4.09807,0.588101,
1763923999251980225,0.923027,4.12765,0.277213,
1763923999257975184,0.929022,4.15734,0.373008,
1763923999263979996,0.935027,4.18683,0.573317,
1763923999269985974,0.941033,4.21627,0.298685,
1763923999275975544,0.947022,4.2458,0.469714,
1763923999281981800,0.953029,4.2752,0.761826,
1763923999287983074,0.95903,4.30431,0.7459,
1763923999293976107,0.965023,4.33367,0.503467,
1763923999299983141,0.97103,4.36319,0.773305,
1763923999305983674,0.977031,4.39277,0.544676,
1763923999311976189,0.983023,4.42212,0.483424,
1763923999317986056,0.989033,4.45161,0.56158,
1763923999323982941,0.99503,4.48127,0.44578,
1763923999329983271,1.00103,4.51058,0.422753,
1763923999335989397,1.00704,4.54007,0.691034,
1763923999341979301,1.01303,4.56951,0.70559,
1763923999347989482,1.01904,4.59879,0.556371,
1763923999353986627,1.02503,4.6281,0.478422,
1763923999359986901,1.03103,4.65759,0.605414,
1763923999365986509,1.03703,4.68686,0.686127,
1763923999371987931,1.04303,4.71618,0.456997,
1763923999377987964,1.04903,4.74541,0.791084,
1763923999383986757,1.05503,4.77489,0.459203,
1763923999389994383,1.06104,4.80434,0.539506,
1763923999395988935,1.06704,4.83382,0.520709,
1763923999401988765,1.07304,4.86348,0.44586,
1763923999407990743,1.07904,4.89292,0.331966,
1763923999413992221,1.08504,4.92258,0.547149,
1763923999419991402,1.09104,4.95198,0.787313,
1763923999425990954,1.09704,4.98108,0.505659,
1763923999431985006,1.10303,5.01053,0.504968,
1763923999437989910,1.10904,5.04001,0.653734,
1763923999443990425,1.11504,5.06924,0.630884,
1763923999449985106,1.12103,5.09899,0.458486,
1763923999455990288,1.12704,5.1283,0.726322,
1763923999461990321,1.13304,5.15796,0.548659,
1763923999467987744,1.13903,5.18732,0.4463,
1763923999473992537,1.14504,5.21651,0.622632,
1763923999479996626,1.15104,5.24608,0.642153,
1763923999485986252,1.15703,5.27531,0.539441,
1763923999492002137,1.16305,5.30484,0.65295,
1763923999498002022,1.16905,5.33424,0.738069,
1763923999503996685,1.17504,5.36347,0.524181,
1763923999509995330,1.18104,5.39266,0.614024,
1763923999516000308,1.18705,5.42193,0.743328,
1763923999521995786,1.19304,5.45129,0.644196,
1763923999528018356,1.19907,5.48052,0.552789,
1763923999533991538,1.20504,5.51,0.642737,
1763923999540001071,1.21105,5.53941,0.53658,
1763923999545993160,1.21704,5.56889,0.401678,
1763923999552000638,1.22305,5.59838,0.515678,
1763923999557990801,1.22904,5.62791,0.772116,
1763923999564001872,1.23505,5.65705,0.714905,
1763923999570005757,1.24105,5.68321,0.528974,
1763923999575014282,1.24606,5.71134,0.401735,
1763923999580997556,1.25204,5.74057,0.643595,
1763923999587016719,1.25806,5.76984,0.619143,
1763923999593016067,1.26406,5.79945,0.468336,
1763923999599016601,1.27006,5.82903,0.321778,
1763923999605006523,1.27605,5.85834,0.553451,
1763923999611019186,1.28207,5.88791,0.654119,
1763923999617019405,1.28807,5.9171,0.647096,
1763923999623009660,1.29406,5.94672,0.559605,
1763923999628000204,1.29905,5.97105,0.616248,
1763923999633998552,1.30505,6.00045,0.539956,
1763923999640016252,1.31106,6.02993,0.502543,
1763923999645001017,1.31605,6.05443,0.530795,
1763923999651001755,1.32205,6.08366,0.564238,
1763923999657016233,1.32806,6.11328,0.624444,
1763923999663021414,1.33407,6.14255,0.787279,
1763923999669018929,1.34007,6.17165,0.456515,
1763923999675035500,1.34608,6.20123,0.481014,
1763923999681020718,1.35207,6.23093,0.389882,
1763923999687020455,1.35807,6.26041,0.415498,
1763923999693019378,1.36407,6.29003,0.452917,
1763923999699019226,1.37007,6.31926,0.668779,
1763923999705023889,1.37607,6.34874,0.593088,
1763923999711023200,1.38207,6.37814,0.527564,
1763923999717014493,1.38806,6.40742,0.639917,
1763923999723024415,1.39407,6.43682,0.695434,
1763923999729022078,1.40007,6.46618,0.404012,
1763923999735022556,1.40607,6.49583,0.510945,
1763923999741026553,1.41207,6.52532,0.749826,
1763923999747024956,1.41807,6.55468,0.570011,
1763923999753015156,1.42406,6.58404,0.539697,
1763923999759026783,1.43007,6.61348,0.598055,
1763923999765025872,1.43607,6.64288,0.530383,
