system time, time elapsed, drive_pos, drive_torque
1763922807862274070,367000657,2.79092,0.299195,
1763922807868270343,372996931,2.85045,0.530884,
1763922807874268672,378995112,2.9104,0.426744,
1763922807880271465,384998163,2.96967,0.275382,
1763922807886267497,390994048,3.02937,0.354674,
1763922807892273864,397000395,3.08919,0.525824,
1763922807898271193,402997743,3.14893,0.335957,
1763922807904266559,408993017,3.2088,0.19055,
1763922807910265388,414991938,3.26845,0.344893,
1763922807916268069,420994508,3.32807,0.29705,
1763922807922266750,426993189,3.38776,0.541202,
1763922807928262783,432989389,3.44754,0.132905,
1763922807934266075,438992607,3.50703,0.310633,
1763922807940265849,444992288,3.56681,0.269076,
1763922807946269271,450995840,3.62655,0.424807,
1763922807952265063,456991595,3.68633,0.3948,
1763922807958267355,462993813,3.74573,0.426819,
1763922807964270073,468996605,3.80551,0.265917,
1763922807970266180,474992638,3.86547,0.190419,
1763922807976268157,480994615,3.9252,0.407345,
1763922807982271024,486997555,3.98482,0.266874,
1763922807988267001,492993440,4.04438,0.358718,
1763922807994274238,499000677,4.10417,0.488231,
1763922808000269752,504996191,4.16399,0.399356,
1763922808006261377,510987835,4.2236,0.379884,
1763922808012274614,517001257,4.28317,0.259776,
1763922808018270388,522996919,4.34295,0.341398,
1763922808024268550,528994989,4.40265,0.471428,
1763922808030274231,535000855,4.46201,0.457991,
1763922808036272097,540998536,4.52192,0.212972,
1763922808042258852,546985384,4.58144,0.173065,
1763922808048274478,553000917,4.64174,0.385191,
1763922808054270881,558997320,4.70126,0.478547,
1763922808060278618,565005057,4.7607,0.504883,
1763922808066271910,570998367,4.82049,0.144567,
1763922808072262572,576989345,4.88035,0.422612,
1763922808078263179,582989952,4.9398,0.554111,
1763922808084259434,588986003,4.99949,0.408923,
1763922808090261911,594988462,5.05898,0.300201,
1763922808096257000,600983643,5.11872,0.516407,
1763922808102282811,607009453,5.17845,0.537692,
1763922808108283455,613010209,5.23824,0.399099,
1763922808114263839,618990352,5.29802,0.285887,
1763922808120285780,625012589,5.35784,0.227525,
1763922808126264072,630990826,5.41745,0.426807,
1763922808132281290,637008099,5.47749,0.424107,
1763922808138286693,643013354,5.53672,0.208854,
1763922808144267522,648993961,5.59672,0.377981,
1763922808150288129,655014716,5.65607,0.358954,
1763922808156264958,660991416,5.71577,0.450997,
1763922808162285621,667012189,5.77576,0.50855,
1763922808168268746,672995389,5.83474,0.416746,
1763922808174281446,679008329,5.89482,0.387053,
1763922808180287923,685014732,5.95451,0.196261,
1763922808186277085,691003895,6.01438,0.426031,
1763922808192262989,696989372,6.07403,0.417023,
1763922808198271299,702997664,6.13339,0.352302,
1763922808204268239,708994623,6.19343,0.369299,
1763922808210266439,714992934,6.25308,0.357348,
1763922808216269435,720995800,6.31265,0.519315,
1763922808222269560,726995944,6.37222,0.430172,
1763922808228261797,732988273,6.43213,0.303373,
1763922808234290182,739017195,6.48497,0.328652,
1763922808239260508,743987077,6.53597,0.373945,
1763922808244269335,748995904,6.59047,0.393971,
1763922808250285572,755012289,6.64403,0.303273,
1763922808255427399,760154153,6.69606,0.273357,
1763922808260261633,764988387,6.75004,0.353044,
1763922808266286665,771013456,6.80344,0.408888,
1763922808271261900,775988561,6.85274,0.346757,
1763922808276269245,780995703,6.90949,0.239903,
1763922808282283148,787009624,6.96885,0.267627,
1763922808288285700,793012157,7.02893,0.552677,
1763922808294284399,799010857,7.08845,0.442881,
1763922808300276191,805002667,7.14836,0.320851,
1763922808306289150,811015848,7.20802,0.435004,
1763922808312286164,817012715,7.26755,0.502974,
1763922808318276475,823002933,7.32728,0.325526,
1763922808324288563,829015225,7.38736,0.21935,
1763922808330286744,835013202,7.44702,0.32742,
1763922808336277185,841003661,7.50659,0.393872,
1763922808342288495,847014971,7.56616,0.50893,
1763922808348288176,853014634,7.62619,0.219979,
1763922808354278450,859004926,7.68576,0.289475,
1763922808360288890,865015348,7.74525,0.33995,
1763922808366288793,871015270,7.80494,0.370524,
1763922808372280511,877006969,7.86485,0.40305,
1763922808378303248,883029798,7.9243,0.379203,
1763922808384295485,889021942,7.98399,0.240939,
1763922808390282240,895008716,8.04356,0.272782,
1763922808396295421,901022082,8.10347,0.457088,
1763922808402299324,907025967,8.16325,0.366247,
1763922808408282949,913009407,8.22287,0.33114,
1763922808414293538,919019995,8.28248,0.356679,
1763922808420299719,925026176,8.34226,0.276313,
1763922808426286955,931013431,8.402,0.497758,
1763922808432295470,937021927,8.46161,0.405939,
1763922808438298706,943025349,8.52118,0.284984,
1763922808444303646,949030419,8.581,0.422445,
1763922808450298439,955024970,8.64066,0.476981,
1763922808456299860,961026318,8.70027,0.270091,
1763922808462296338,967022906,8.76005,0.173224,
1763922808468298259,973024717,8.81979,0.338073,
1763922808474299700,979026139,8.87949,0.404547,
1763922808480297640,985024098,8.93901,0.486608,
1763922808486298636,991025093,8.99862,0.322245,
1763922808492298539,997024997,9.05849,0.326714,
1763922808498298035,1003024492,9.11832,0.402017,
1763922808504300382,1009026840,9.17776,0.403084,
1763922808510300267,1015026725,9.23733,0.427026,
1763922808516290985,1021017443,9.29685,0.45284,
1763922808522300240,1027026791,9.35676,0.442354,
1763922808528301384,1033027842,9.4165,0.319455,
1763922808534299287,1039025782,9.4762,0.228705,
1763922808539656856,1044383758,9.52605,0.31549,
1763922808545302388,1050028846,9.58549,0.3702,
1763922808551294773,1056021230,9.64523,0.457902,
1763922808557303824,1062030282,9.70493,0.300631,
1763922808563303542,1068030000,9.76471,0.375682,
1763922808569300853,1074027310,9.82428,0.322773,
1763922808575302034,1080028491,9.88419,0.285205,
1763922808581306585,1086033024,9.94376,0.405455,
1763922808587295414,1092021872,9.99638,0.586137,
1763922808592303537,1097030087,10.0528,0.598506,
1763922808598286459,1103013009,10.1126,0.25799,
1763922808604299473,1109026116,10.1727,0.0687804,
1763922808610305339,1115031982,10.2322,0.512173,
1763922808616305298,1121031849,10.2919,0.425221,
1763922808622306127,1127032678,10.3514,0.453599,
1763922808628307012,1133033562,10.4114,0.127637,
1763922808634305675,1139032132,10.4711,0.357725,
1763922808639282353,1144008829,10.5208,0.410376,
1763922808645287590,1150014047,10.5804,0.335103,
1763922808651304049,1156030506,10.6401,0.41769,
1763922808657307618,1162034261,10.6995,0.405342,
1763922808663308948,1168035498,10.7591,0.446121,
1763922808669299573,1174026142,10.8188,0.2702,
1763922808675311106,1180037749,10.879,0.190614,
1763922808681308805,1186035245,10.9386,0.358963,
1763922808687298968,1192025444,10.998,0.494137,
1763922808693308556,1198035051,11.0577,0.491627,
1763922808699311904,1204038362,11.1173,0.266181,
1763922808705585086,1210311766,11.1772,0.357639,
1763922808711314692,1216041279,11.237,0.331839,
1763922808717308632,1222035183,11.2963,0.38697,
1763922808723312276,1228038919,11.3559,0.508097,
1763922808729308513,1234035007,11.4156,0.504132,
1763922808735307101,1240033559,11.4753,0.326085,
1763922808741310893,1246037444,11.5351,0.176553,
1763922808747309852,1252036365,11.5949,0.39578,
1763922808753299996,1258026472,11.6547,0.513275,
1763922808759312788,1264039246,11.7143,0.315422,
1763922808765308858,1270035316,11.7737,0.371103,
1763922808771302632,1276029071,11.8335,0.258695,
1763922808777311461,1282038104,11.8935,0.48346,
1763922808783312271,1288038729,11.953,0.424832,
1763922808789309786,1294036243,12.0124,0.386842,
1763922808795322059,1300048517,12.0721,0.481781,
1763922808801313296,1306039883,12.1319,0.444227,
1763922808807304236,1312030694,12.1914,0.407955,
1763922808813314806,1318041449,12.2514,0.0342945,
1763922808819313672,1324040241,12.3109,0.392486,
1763922808825304113,1330030570,12.3706,0.339814,
1763922808831316720,1336043288,12.4304,0.393454,
1763922808837313789,1342040266,12.4899,0.392971,
1763922808843314119,1348040576,12.5496,0.323119,
1763922808849316744,1354043294,12.6092,0.431616,
1763922808855315814,1360042364,12.6691,0.537852,
1763922808861305847,1366032323,12.7286,0.496678,
1763922808867319861,1372046319,12.7882,0.414352,
1763922808873314338,1378040870,12.8478,0.374651,
1763922808879306612,1384033070,12.9078,0.327413,
1763922808885318645,1390045195,12.9675,0.235057,
1763922808891317585,1396044135,13.0272,0.423385,
1763922808897314340,1402040798,13.0868,0.307154,
1763922808903320243,1408046794,13.1466,0.470066,
1763922808909319887,1414046530,13.2062,0.164349,
1763922808915308531,1420034989,13.2658,0.387532,
1763922808921319435,1426045985,13.3254,0.386193,
1763922808927318227,1432044684,13.3853,0.446016,
1763922808933316871,1438043328,13.4448,0.481684,
1763922808939322107,1444048658,13.5044,0.394103,
1763922808945318955,1450045413,13.5639,0.304286,
1763922808951310784,1456037260,13.624,0.247992,
1763922808957322261,1462048719,13.6837,0.360351,
1763922808963322239,1468048696,13.7434,0.507877,
1763922808969310383,1474036840,13.8032,0.290372,
1763922808975324101,1480050651,13.8624,0.350147,
1763922808981320022,1486046480,13.9224,0.187945,
1763922808987322889,1492049439,13.9821,0.44452,
1763922808993314255,1498041009,14.0415,0.503952,
1763922808999322103,1504048653,14.1011,0.261621,
1763922809005328358,1510055000,14.1611,0.450168,
1763922809011321335,1516047885,14.2206,0.42222,
1763922809017322368,1522048825,14.2801,0.466629,
1763922809023327141,1528053692,14.3401,0.178733,
1763922809029314730,1534041169,14.4002,0.173598,
1763922809035323337,1540050091,14.4594,0.568606,
1763922809041352481,1546079049,14.519,0.474961,
1763922809047444495,1552171156,14.5786,0.312563,
1763922809053441306,1558167782,14.6384,0.297498,
1763922809059313931,1564040407,14.6913,0.378282,
1763922809064337221,1569063882,14.7478,0.507735,
1763922809070388661,1575115230,14.8076,0.319744,
1763922809076356434,1581083096,14.867,0.36585,
1763922809082354504,1587081258,14.9268,0.361366,
1763922809088353722,1593080291,14.9865,0.281567,
1763922809094348533,1599075009,15.0463,0.152874,
1763922809100453381,1605179950,15.1059,0.458022,
1763922809106356654,1611083149,15.1657,0.339538,
1763922809112376483,1617103163,15.2252,0.350997,
1763922809118318183,1623044825,15.278,0.364422,
1763922809123342028,1628068708,15.3347,0.31294,
1763922809129396302,1634122907,15.3943,0.364574,
1763922809135352945,1640079514,15.4475,0.534775,
1763922809140340791,1645067452,15.5037,0.427011,
1763922809146410305,1651137059,15.5633,0.354005,
1763922809152351042,1657077796,15.6163,0.376151,
1763922809157337646,1662064233,15.6727,0.426563,
1763922809163409049,1668135970,15.7322,0.252704,
1763922809169321619,1674048058,15.7853,0.458697,
1763922809174338113,1679064607,15.8418,0.380118,
1763922809180404683,1685131362,15.9013,0.40757,
1763922809186352178,1691078654,15.9545,0.456975,
1763922809191339394,1696065870,16.0111,0.158757,
1763922809197394056,1702120551,16.0705,0.571691,
1763922809203324367,1708050954,16.1302,0.343518,
1763922809209355955,1714082431,16.19,0.381868,
1763922809215436636,1720163113,16.2493,0.408258,
1763922809221358984,1726085571,16.3026,0.363108,
1763922809226341329,1731067916,16.3586,0.39062,
1763922809232398158,1737124746,16.4185,0.297487,
1763922809238325969,1743052538,16.4715,0.238347,
1763922809243342629,1748069105,16.5282,0.303995,
1763922809249398347,1754124842,16.5876,0.440871,
1763922809255330602,1760057263,16.6406,0.3829,
1763922809260341762,1765068238,16.6973,0.260151,
1763922809266396554,1771123030,16.7567,0.250652,
1763922809272367569,1777094137,16.8165,0.412815,
1763922809278356064,1783082540,16.876,0.473879,
1763922809284358875,1789085370,16.9359,0.480758,
1763922809290367408,1795094088,16.9954,0.374925,
1763922809296444330,1801170917,17.055,0.29816,
1763922809302354510,1807081005,17.1142,0.200554,
1763922809308376969,1813103538,17.1748,0.260483,
1763922809314337502,1819063997,17.2272,0.441744,
1763922809319346199,1824072675,17.2839,0.522911,
1763922809325416602,1830143264,17.3434,0.434529,
1763922809331329635,1836056408,17.4034,0.199966,
1763922809337373872,1842100533,17.463,0.417718,
1763922809343379423,1848106084,17.5162,0.33684,
1763922809348344676,1853071226,17.5656,0.349656,
1763922809353356447,1858083108,17.6219,0.415559,
1763922809359371313,1864097882,17.6816,0.371256,
1763922809365362994,1870089563,17.7411,0.44364,
1763922809371462490,1876189244,17.8008,0.297006,
1763922809377365893,1882092573,17.8606,0.240341,
1763922809383446352,1888173032,17.9202,0.501412,
1763922809389367348,1894093842,17.9799,0.460379,
1763922809395371473,1900098060,18.0396,0.424537,
1763922809401449580,1906176149,18.0993,0.285088,
1763922809407368409,1912094904,18.159,0.396456,
1763922809413370608,1918097177,18.2187,0.305588,
1763922809419371271,1924097747,18.2783,0.440946,
1763922809425365896,1930092391,18.3377,0.410403,
1763922809431383170,1936109757,18.3973,0.461702,
1763922809437341092,1942067679,18.4572,0.252014,
1763922809443370476,1948097064,18.5169,0.084569,
1763922809449460472,1954187134,18.5766,0.316236,
1763922809455342468,1960068926,18.6295,0.430951,
1763922809460334609,1965061104,18.686,0.411852,
1763922809466330031,1971056618,18.7452,0.464549,
1763922809472342916,1977069411,18.8048,0.251805,
1763922809478351393,1983078073,18.8583,0.254343,
1763922809483330498,1988056974,18.9076,0.285521,
1763922809488329917,1993056412,18.9637,0.406266,
1763922809494351820,1999078315,19.0173,0.46087,
1763922809499324999,2004051512,19.0735,0.661457,
1763922809505330309,2010056785,19.1331,0.502205,
1763922809511354546,2016081041,19.1931,0.280487,
1763922809517346005,2022072481,19.246,0.113791,
1763922809522331628,2027058104,19.2956,0.325877,
1763922809527335954,2032062431,19.3521,0.368922,
1763922809533347080,2038073574,19.4051,0.459187,
1763922809538332314,2043058957,19.4545,0.48112,
1763922809543333030,2048059524,19.5116,0.417303,
1763922809549351636,2054078131,19.5644,0.550293,
1763922809554331259,2059057847,19.6137,0.522967,
1763922809559334549,2064061118,19.6703,0.407622,
1763922809565350101,2070076799,19.7233,0.298945,
1763922809570333557,2075060163,19.7729,0.518364,
1763922809575336291,2080062897,19.8294,0.504328,
1763922809581351417,2086077985,19.8824,0.130523,
1763922809586334817,2091061423,19.9319,0.164685,
1763922809591336866,2096063342,19.9886,0.413269,
1763922809597349973,2102076468,20.0485,0.525528,
1763922809603344154,2108070741,20.1079,0.444842,
1763922809609351094,2114077571,20.1671,0.247459,
1763922809615356109,2120082789,20.2209,0.154888,
1763922809620340732,2125067319,20.2772,0.423834,
1763922809626338709,2131065370,20.3369,0.463692,
1763922809632357316,2137084014,20.3897,0.538652,
1763922809637332365,2142059008,20.4462,0.474852,
1763922809643340138,2148066689,20.5056,0.359312,
1763922809649351023,2154077518,20.5587,0.256166,
1763922809654338998,2159065567,20.6083,0.130497,
1763922809659340362,2164066838,20.665,0.246083,
1763922809665352969,2170079649,20.7249,0.474929,
1763922809671359464,2176086126,20.7778,0.577245,
1763922809676339143,2181065638,20.8269,0.617976,
1763922809681333377,2186060150,20.8839,0.106584,
1763922809687360540,2192087201,20.9369,0.273613,
1763922809692332459,2197059306,20.9934,0.400878,
1763922809698342177,2203068894,21.053,0.486866,
1763922809704355247,2209081797,21.1058,0.391333,
1763922809709341370,2214067828,21.1552,0.463731,
1763922809714344474,2219070969,21.2115,0.477348,
1763922809720355804,2225082298,21.2646,0.355967,
1763922809725341612,2230068088,21.3145,0.242264,
1763922809730342068,2235068563,21.3713,0.303384,
1763922809736360564,2241087225,21.4241,0.41779,
1763922809741334465,2246061071,21.4805,0.289277,
1763922809747344072,2252070548,21.5399,0.443272,
1763922809753358734,2258085414,21.6,0.120632,
1763922809759347285,2264073706,21.6595,0.399352,
1763922809765343689,2270070072,21.719,0.411916,
1763922809771348851,2276075309,21.7786,0.449775,
1763922809777338680,2282065045,21.8384,0.540192,
1763922809783344324,2288070689,21.898,0.454104,
1763922809789349616,2294076092,21.9575,0.160008,
1763922809795341297,2300067681,22.0173,0.318711,
1763922809801345349,2306071714,22.0772,0.344092,
1763922809807350381,2312076784,22.137,0.49003,
1763922809813340562,2318066946,22.1963,0.392562,
1763922809819346762,2324073145,22.2559,0.449284,
1763922809825349739,2330076123,22.3161,0.342706,
1763922809831347865,2336074248,22.3756,0.338438,
1763922809837347823,2342074207,22.4352,0.345105,
1763922809843352301,2348078684,22.4946,0.406605,
1763922809849348870,2354075254,22.5544,0.605758,
1763922809855348977,2360075361,22.614,0.620202,
1763922809861346362,2366072875,22.6737,0.308675,
1763922809867350784,2372077149,22.7335,0.121727,
1763922809873348650,2378075033,22.7931,0.411351,
1763922809879345886,2384072251,22.853,0.539815,
1763922809885350549,2390076932,22.9125,0.456159,
1763922809891349600,2396075984,22.9721,0.192501,
1763922809897347355,2402073739,23.0319,0.338783,
1763922809903350351,2408076735,23.0915,0.499531,
1763922809909351458,2414077842,23.1511,0.473334,
1763922809915349120,2420075486,23.2107,0.413013,
1763922809921356375,2426082815,23.2703,0.392466,
1763922809927354927,2432081310,23.33,0.585374,
1763922809933349589,2438076065,23.3897,0.354547,
1763922809939354641,2444081006,23.4497,0.302864,
1763922809945358470,2450084964,23.5091,0.325786,
1763922809951348540,2456074905,23.5688,0.630727,
1763922809957352609,2462078993,23.6284,0.497288,
1763922809963354476,2468080841,23.6882,0.283886,
1763922809969348916,2474075299,23.7477,0.408792,
1763922809975356208,2480082592,23.8073,0.201917,
1763922809981357463,2486083847,23.8671,0.540639,
1763922809987353051,2492079435,23.9266,0.454618,
1763922809993358492,2498084857,23.9861,0.318027,
1763922809999359413,2504085908,24.0458,0.299048,
1763922810005350798,2510077256,24.1059,0.11467,
1763922810011358775,2516085140,24.1655,0.468746,
1763922810017357178,2522083673,24.225,0.402521,
1763922810023354415,2528080910,24.2845,0.240996,
1763922810029355651,2534082035,24.3444,0.463919,
1763922810035360203,2540086586,24.4041,0.320425,
1763922810041352976,2546079323,24.4636,0.427623,
1763922810047361787,2552088152,24.5231,0.458649,
1763922810053358597,2558084963,24.5829,0.43213,
1763922810059355445,2564081810,24.6424,0.609261,
1763922810065368496,2570095047,24.7019,0.351854,
1763922810071355233,2576081598,24.7617,0.246248,
1763922810077365747,2582092112,24.8216,0.0761907,
1763922810083363539,2588090015,24.8813,0.539109,
1763922810089363516,2594090159,24.9407,0.493873,
1763922810095363846,2600090229,25.0006,0.349533,
1763922810101359897,2606086299,25.0599,0.21949,
1763922810107364726,2612091239,25.12,0.376489,
1763922810113363388,2618089753,25.1793,0.622963,
1763922810119357032,2624083397,25.2389,0.440834,
1763922810125358954,2630085338,25.2985,0.38368,
1763922810131365487,2636091981,25.3582,0.519388,
1763922810137362760,2642089144,25.4177,0.535491,
1763922810143358886,2648085251,25.4775,0.248582,
1763922810149364567,2654091024,25.5374,0.135901,
1763922810155365803,2660092150,25.5971,0.393831,
1763922810161359540,2666085886,25.6566,0.473712,
1763922810167364480,2672090845,25.7162,0.438335,
1763922810173365253,2678091637,25.7758,0.197781,
1763922810179360027,2684086392,25.8359,0.280309,
1763922810185365541,2690091906,25.8953,0.574973,
1763922810191368333,2696094698,25.9549,0.551256,
1763922810197361959,2702088361,26.0144,0.44723,
1763922810203368177,2708094542,26.074,0.454046,
1763922810209367654,2714094000,26.1339,0.334281,
1763922810215362835,2720089200,26.1936,0.29705,
1763922810221367775,2726094140,26.2533,0.334922,
1763922810227369234,2732095617,26.3129,0.298178,
1763922810232364172,2737090666,26.3629,0.360685,
1763922810238366778,2743093199,26.4221,0.506436,
1763922810244372867,2749099417,26.482,0.177094,
1763922810250374529,2755101005,26.5417,0.489135,
1763922810256376599,2761103001,26.6016,0.238109,
1763922810262367706,2767094145,26.6611,0.31795,
1763922810268374331,2773100733,26.7204,0.503507,
1763922810274374827,2779101433,26.7801,0.47676,
1763922810280374804,2785101225,26.84,0.238646,
1763922810286374559,2791101017,26.8997,0.219309,
1763922810292367166,2797093550,26.9595,0.292369,
1763922810298372181,2803098546,27.0191,0.526727,
1763922810304371658,2809098041,27.0786,0.400654,
1763922810310368857,2815095241,27.1383,0.453014,
1763922810316381668,2821108033,27.1981,0.264749,
1763922810322372441,2827098806,27.2577,0.503563,
1763922810328365678,2833092061,27.3172,0.460614,
1763922810334371137,2839097502,27.3772,0.33806,
1763922810340373466,2845099831,27.4366,0.500018,
1763922810346369832,2851096382,27.4962,0.481951,
1763922810352374013,2857100415,27.5557,0.319576,
1763922810358372897,2863099281,27.6157,0.261961,
1763922810364367504,2869093869,27.6755,0.347999,
1763922810370373500,2875099902,27.735,0.408771,
1763922810376374199,2881100565,27.7947,0.441773,
1763922810382368343,2887094708,27.8546,0.143141,
1763922810388374728,2893101093,27.9142,0.222605,
1763922810394379890,2899106441,27.9738,0.412277,
1763922810400376590,2905102955,28.0332,0.518528,
1763922810406376623,2911102988,28.0932,0.406386,
1763922810412375933,2917102298,28.1527,0.408184,
1763922810418375411,2923101776,28.2122,0.413986,
1763922810424395110,2929121845,28.2721,0.290242,
1763922810430396439,2935123101,28.3319,0.250699,
1763922810436384787,2941111337,28.3915,0.342456,
1763922810442399745,2947126296,28.4508,0.48944,
1763922810448376112,2953102643,28.5109,0.462312,
1763922810454385922,2959112584,28.5705,0.252291,
1763922810460391270,2965117931,28.6301,0.378854,
1763922810466384562,2971111131,28.6898,0.300067,
1763922810472386317,2977112775,28.7494,0.476386,
1763922810478397276,2983123863,28.8091,0.477946,
1763922810484378623,2989105062,28.8686,0.392751,
1763922810490388360,2995114928,28.9282,0.303264,
1763922810496387022,3001113591,28.9881,0.190577,
1763922810502386925,3007113439,29.048,0.427579,
1763922810508388532,3013115360,29.1075,0.518623,
1763922810514386602,3019113134,29.167,0.421979,
1763922810520386505,3025112963,29.2265,0.280565,
1763922810526386038,3031112496,29.2866,0.345234,
1763922810532379182,3037105658,29.3461,0.492919,
1763922810538398289,3043124876,29.4057,0.451976,
1763922810544382766,3049109316,29.4653,0.323587,
1763922810550387169,3055113627,29.525,0.579229,
1763922810556386109,3061112567,29.5846,0.453105,
1763922810562388494,3067114952,29.6441,0.422853,
1763922810568388082,3073114540,29.7039,0.0909392,
1763922810574389041,3079115499,29.7638,0.391889,
1763922810580388759,3085115180,29.8233,0.507539,
1763922810586390884,3091117342,29.8829,0.434258,
1763922810592392028,3097118579,29.9424,0.243567,
1763922810598387820,3103114185,30.0022,0.345927,
1763922810604387631,3109113996,30.0618,0.512593,
1763922810610378719,3115105084,30.1215,0.480975,
1763922810616395937,3121122395,30.1812,0.559057,
1763922810622392415,3127118872,30.2407,0.470965,
1763922810628407151,3133134090,30.3004,0.546436,
1763922810634393110,3139119567,30.36,0.288413,
1763922810640396457,3145123008,30.4199,0.138458,
1763922810646396527,3151123429,30.4798,0.440453,
1763922810652395153,3157121777,30.5392,0.403039,
1763922810658393297,3163119810,30.5987,0.537381,
1763922810664398181,3169124991,30.6583,0.139647,
1763922810670405899,3175132449,30.718,0.367584,
1763922810676420302,3181146982,30.7778,0.437437,
1763922810682395446,3187122108,30.8374,0.560654,
1763922810688396905,3193123455,30.8968,0.65274,
1763922810694403901,3199130784,30.9564,0.390708,
1763922810700392989,3205119428,31.0158,0.383153,
1763922810706351985,3211078646,31.0758,0.359883,
1763922810712395610,3217122161,31.1356,0.340219,
1763922810718394828,3223121323,31.1951,0.49501,
1763922810724399565,3229126300,31.2546,0.333166,
1763922810730397060,3235123592,31.3142,0.552565,
1763922810736397464,3241123921,31.374,0.348254,
1763922810742399904,3247126362,31.4336,0.451946,
1763922810748392937,3253119524,31.4935,0.451687,
1763922810754400618,3259127075,31.553,0.507287,
1763922810760397928,3265124386,31.6126,0.54091,
1763922810766403276,3271129919,31.672,0.383027,
1763922810772391549,3277117970,31.7315,0.213471,
1763922810778400138,3283126558,31.7917,0.293391,
1763922810784402504,3289128943,31.8515,0.359733,
1763922810790399148,3295125587,31.911,0.54458,
1763922810796400643,3301127101,31.9705,0.30906,
1763922810802412213,3307138671,32.0301,0.418961,
1763922810808399246,3313125685,32.0901,0.428969,
1763922810814400001,3319126422,32.1496,0.509054,
1763922810820408515,3325134973,32.2095,0.448597,
1763922810826400585,3331127043,32.269,0.418544,
1763922810832399748,3337126187,32.3285,0.62114,
1763922810838409818,3343136368,32.3879,0.485967,
1763922810844402887,3349129326,32.4475,0.24408,
1763922810850402365,3355128822,32.5074,0.202857,
1763922810856424101,3361150763,32.5673,0.341479,
1763922810862404171,3367130721,32.6268,0.603694,
1763922810868404704,3373131161,32.6863,0.408791,
1763922810874419329,3379145805,32.746,0.115802,
1763922810880398214,3385124671,32.806,0.279714,
1763922810886405895,3391132334,32.8656,0.412346,
1763922810892404465,3397130922,32.9252,0.440387,
1763922810898408090,3403134770,32.9846,0.41662,
1763922810904406049,3409132636,33.0444,0.29222,
1763922810910408507,3415134965,33.104,0.474673,
1763922810916411522,3421138202,33.1636,0.298695,
1763922810922408314,3427134790,33.2234,0.305389,
1763922810928418291,3433144878,33.2831,0.449532,
1763922810934409935,3439136726,33.3428,0.422251,
1763922810940398968,3445125425,33.4024,0.50737,
1763922810946411926,3451138384,33.4621,0.350494,
1763922810952409070,3457135621,33.5219,0.504983,
1763922810958408696,3463135172,33.5814,0.347885,
1763922810964407340,3469133797,33.6412,0.500689,
1763922810970412169,3475138645,33.7006,0.415125,
1763922810976408127,3481134604,33.7601,0.440649,
